https://www.youtube.com/watch?v=n0H3RlaQVrM,welcome_home,coheed_and_cambria,rock
https://www.youtube.com/watch?v=u9Dg-g7t2l4,the_sound_of_silence,Disturbed,metal
https://www.youtube.com/watch?v=USVg_E7r20g,wont_stop_rocking,r3hab,house
https://www.youtube.com/watch?v=dU3r68jWp0w,never_leave,DVBBS,house
https://www.youtube.com/watch?v=Zv1QV6lrc_Y,forbidden_voices,Martin_garrix,house
https://www.youtube.com/watch?v=xUVz4nRmxn4,no_money,Galantis,house
https://www.youtube.com/watch?v=UxxajLWwzqY,i_love_it,Icona_pop,pop
https://www.youtube.com/watch?v=ogMNV33AhCY,witchcraft,Pendulum,other
https://www.youtube.com/watch?v=xdYFuCp3m9k,bad_at_love,halsey,pop
https://www.youtube.com/watch?v=-RJSbO8UZVY,youngblood,5_seconds_of_summer,pop
https://www.youtube.com/watch?v=I0czvJ_jikg,be_alright,dean_lewis,pop
https://www.youtube.com/watch?v=J56VVtlZCGE,fee_ra_huri,omnia,other
https://www.youtube.com/watch?v=A1NZcH2haIM,the_boys_are_back,dropkick_murphys,other
https://www.youtube.com/watch?v=IMCfSjF_vSg,blue_on_black,Five_Finger_Death_Punch,metal
https://www.youtube.com/watch?v=VqoyKzgkqR4,square_hammer,ghost,other
https://www.youtube.com/watch?v=fclmGZrnvzk,children_of_the_sun,Nightstalker,metal
https://www.youtube.com/watch?v=bsENfTmAdeI,higher,lemaitre,other
https://www.youtube.com/watch?v=honzPhGqcE4,let_it_roll,flo_rida,rnb
https://www.youtube.com/watch?v=t4kkzsRJObE,straight_out_the_gate,tech_N9ne,other
https://www.youtube.com/watch?v=VYOjWnS4cMY,this_is_america,childish_gambino,other
https://www.youtube.com/watch?v=glaG64Ao7sM,element.,kendrick_lamar,rap
https://www.youtube.com/watch?v=vHU6ZRQJ50Q,g.o.m.d.,j._cole,rap
https://www.youtube.com/watch?v=mb6Jc4juSF8,norf_norf,vince_staples,rap
https://www.youtube.com/watch?v=ZVz_IJoyO6Y,country_roads,hermes_house_band,country
https://www.youtube.com/watch?v=vBZ5SLJmfdw,while_we_sleep,insomnium,metal






