name,zcr_mean,energy_mean,energy_entropy_mean,spectral_centroid_mean,spectral_spread_mean,spectral_entropy_mean,spectral_flux_mean,spectral_rolloff_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_std_mean,zcr_std,energy_std,energy_entropy_std,spectral_centroid_std,spectral_spread_std,spectral_entropy_std,spectral_flux_std,spectral_rolloff_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,chroma_std_std
16_dollars,0.16043808630393996,0.010881204262111276,2.6757741552153083,0.24683064108666863,0.20340744124399138,0.9756053445828724,0.014751195149797733,0.213098125,-31.137459490168165,1.339570929737796,-0.24064356842908427,-0.26997798812555296,-0.3332810484437203,-0.1649674200664635,-0.4131349039371999,-0.19156582652634468,-0.08793927470090056,-0.12874651240750992,0.1742569892641233,0.05871781554140141,0.02486055979022158,0.008152312333150414,0.005161891248024011,0.02778885587430939,0.02492432704258822,0.01228615939917481,0.010309638681130101,0.01113234274543275,0.007658363052047589,0.021473694728971517,0.006332378710174573,0.008069068672826947,0.006828849337506137,0.021670593164038295,0.10725393845285669,0.010312752328517059,0.5706123013605836,0.0960389851934351,0.04532963606705875,0.5889480028613153,0.012420812690784823,0.17983094998724206,4.449483361914077,1.1605897915690335,0.9071148160581319,0.6634886895103649,0.487220603194435,0.438327923170172,0.3964020968193644,0.36161815125323715,0.3784361396814226,0.3947057960681242,0.3566496531634887,0.31363129632898556,0.28085760779506413,0.01000014004751328,0.006865576621203771,0.028415624324419336,0.030846300351793227,0.01602454834673549,0.015346156919845881,0.01485763854920833,0.011484465934526324,0.025428392844797303,0.007945609057362676,0.010144866459130309,0.009913381265834324,0.014048682106707093
2_minutes_to_midnight,0.13684913806865026,0.06064649544941572,3.1785316235333823,0.2514012962328328,0.24167920498764564,1.1176638360333224,0.0036977506795044485,0.2240944069069069,-21.177328503081707,1.7797271861347848,0.5263948933409774,0.06888673910805901,0.2739212516238388,0.22656790011747588,-0.18016304731538962,0.028991309249479607,-0.02614612440599328,0.0648658837763241,-0.1950299404982261,-0.05655007907331164,-0.11269943967170729,0.016830729910123993,0.03827687467152041,0.03977214379223666,0.02045343796419361,0.03217018478111633,0.015592647903666162,0.021717713576705506,0.00714065435201099,0.01703346007603727,0.01454827577128236,0.019547885182908935,0.017447051278900328,0.024637203045057513,0.027177179176542113,0.018598340450566277,0.11284758504600785,0.025482634053559706,0.014981009914572444,0.2854114251197448,0.002027807660837041,0.07966629351962773,0.5806683169549499,0.28222383230168796,0.2556272601950614,0.23503692916484809,0.19717495819453504,0.19348633286949457,0.18339734372602734,0.18109229771985907,0.17522888672735729,0.16822220988991887,0.16733791484722002,0.1642191336110027,0.15629404048454584,0.011149012005739112,0.03639233406123708,0.026335900203354943,0.015081487227364375,0.02698114292474852,0.012151241598539456,0.017923813440410708,0.0062472015260696115,0.011721797523596509,0.010430026310444753,0.013296828035133792,0.01908026247313966,0.010126364805112422
37_stitches,0.1043584729907669,0.06230867820447056,3.2153778352175597,0.20562998036087213,0.2140124769831347,0.87952890208038,0.003694015925007557,0.17965981012658225,-22.111891156995725,2.000948081908538,0.6637886489876779,0.30046871753679955,0.029404331711174077,0.4326125890340249,-0.06194464975539937,0.08411189368467123,0.067020973243361,0.21015783280998476,-0.05862046109144714,-0.013888241624553333,-0.0574325917007009,0.026440811979001607,0.009579033773080859,0.04406093957930444,0.0339401658052574,0.029976886240844915,0.01292805354943084,0.020963468939198655,0.003180250115959575,0.011523291694134524,0.04197961093563467,0.051482668154705216,0.009398598771376344,0.034268178381855294,0.023000922934372156,0.014941455363438083,0.08466914170105985,0.02556989631337996,0.01834144121479923,0.2404373124022471,0.0015743528820957467,0.058277900601173875,0.5162646818091849,0.29665588067492893,0.3115336405944054,0.22237090841045978,0.22354482645649926,0.21468681717632243,0.19541499124065284,0.18325013186193195,0.17715174051348767,0.18358859703061642,0.1668646335402336,0.16707510977025297,0.15793495633384302,0.017990700965802582,0.008648755438879684,0.03156776333361105,0.02362190857121641,0.023084198736169535,0.009779623005751888,0.01826877612568317,0.002799657408917267,0.011922476184829799,0.021467204475269126,0.026913399646181148,0.006847664767300306,0.00964265401700143
4_minutes,0.1186625787458625,0.06979224127223387,3.1280320797452954,0.2340128247502709,0.23094509834686583,1.1150480678132015,0.007158105503339925,0.19447205284552846,-21.90692801166511,1.293305576542133,-0.10069247614575515,0.24409430548618902,-0.03950932592546455,0.054145425320603145,-0.02716526926999467,0.11346709752418217,0.05759970701682066,0.10445189787933637,0.025078119575741256,-0.004894664302034858,-0.02354936326426917,0.019163392967109723,0.004658620996152667,0.14008952712629508,0.00736305171351396,0.04793661757959464,0.012161350321096224,0.025962898611068402,0.002404834515344002,0.005395952818074765,0.00779529249115841,0.029574523416692054,0.007708067390412057,0.04832664830893021,0.053912117184938886,0.030990826962545424,0.20742655012055705,0.047662840113475796,0.024450817115059455,0.5121896245956656,0.006289914145400728,0.11341653280655431,0.9398156259893959,0.5571059889069537,0.39932972543106887,0.2865709023688674,0.231735362133315,0.23339874238396371,0.19524616582785695,0.199013289926905,0.19028776263338898,0.18554066428693364,0.16372070359006616,0.1698334958735638,0.16726698794809897,0.014378472677796437,0.0047933750568339255,0.11447580485459978,0.007636436104321524,0.053762630586247764,0.011683745155380561,0.02554988756402194,0.0032535628761108226,0.005447264323823025,0.007971199445614053,0.02508860291860319,0.008571430419583198,0.029088074736906944
6_days,0.12241642254479224,0.05134808978908674,3.1667864186224657,0.23771856670217878,0.23376114860171227,1.080993882814004,0.006134686468837268,0.20543969298245612,-24.027541046833623,1.3348193962934367,-0.3786995377848575,0.19119994826389475,-0.2053181668940996,0.04505369472802269,-0.09574180039681653,-0.0029019607082190944,-0.004843452373228308,-0.017854124288205483,0.0006924055224397749,0.04435522228166041,0.0035273637737619646,0.019493702677986707,0.008697107028260685,0.1003590144260262,0.009376325642243081,0.06566624650627749,0.005446765347627233,0.014960245553900934,0.011973662942716434,0.009164425169452867,0.005607035563438847,0.023109761069640675,0.0021484292859902912,0.038350930312992026,0.03503832027686054,0.028783738240761563,0.17535923771017642,0.03866321954114726,0.022636369604393934,0.3340764048830975,0.0045703879166101675,0.0854856870174346,1.1690705301626607,0.43862716505021554,0.3389545217532023,0.25606580818602925,0.2349909355116374,0.21304578390655343,0.19493614233317078,0.1678990623536674,0.1745360105866132,0.1894734170069578,0.16552668231806608,0.15961950289507268,0.16573602873284293,0.01609958297393619,0.008217647530977316,0.05515062458672388,0.008489803630371195,0.044303646657991386,0.005804001065845526,0.010535831553924431,0.011164655936669411,0.009263321167865527,0.006083210393907415,0.018621060855483373,0.002127890575124364,0.016240518677397186
99_problems,0.12290700098414221,0.07050155610597314,3.071897301696808,0.24339448328160404,0.2416227487984722,0.9573501927089046,0.006371249590999689,0.19601744186046513,-22.234245426521287,1.542535040150329,0.4127863045413179,0.23436749326264358,0.2789213856111891,0.3572760432716937,0.137759930805125,0.16916625567978663,0.02101727152517615,0.0127505420441515,-0.1000506175082828,-0.08012987138379825,-0.015189368656825072,0.029855803748004273,0.008607978869688842,0.07704015416436061,0.027243597011080607,0.043887150794272946,0.011815928197801199,0.027106197616622776,0.002263554590353055,0.008170501840065176,0.020028104980772957,0.062147629346401605,0.006523901105346108,0.03482458765347999,0.060136214407797026,0.03385109956591076,0.21130472043626833,0.05588490576128046,0.025669523355981157,0.4793497157390223,0.004843411487313332,0.13921052715503543,1.3064357511104083,0.5072113220920007,0.450920308725334,0.33490989232355955,0.3024844350135675,0.26804285246535936,0.22971633652085865,0.23024197808411034,0.21173522261357758,0.21534837676807747,0.22157749840826987,0.20235920389003412,0.20543972085652842,0.025719273491657146,0.009566678742123733,0.0589078272602917,0.020447198036562062,0.035575681317017036,0.011968618820124316,0.02074827594167862,0.003190887737968344,0.006803987978302746,0.01338508689048906,0.03686875039392329,0.0065141884948261225,0.015197608329404354
High_road,0.14875495579232434,0.025702763339274227,3.065999638740503,0.28164773979154795,0.2621063111094353,1.2575233534225472,0.004995238740472446,0.28780415392456676,-23.48074998147826,1.5722117504202544,0.10635806989470682,0.08876268546261167,-0.05195560593295344,0.16403878648340567,-0.03819550704644099,0.001398291633743055,-0.17123441452814578,-0.14636449452304465,-0.12698981597420533,-0.04392886471201608,-0.008402804048037883,0.01571584766147715,0.013020093969070876,0.03288774937717796,0.02883603748850231,0.0809355963091054,0.010485535503255029,0.04112635497316368,0.00563003526094197,0.004406048226601047,0.010622924851057118,0.036508051838531945,0.007235256480386312,0.035317698840053,0.05893622844478346,0.010809936190526292,0.21800879850891994,0.0609621729178294,0.02583786174276886,0.4986447195439474,0.0032094621625265328,0.17044693837049724,0.7405518410798487,0.49192632258654284,0.4731653417441399,0.31331030752443,0.3093157593799489,0.27722375633067814,0.2398805451471655,0.2750721645995618,0.24055702999794684,0.25860075178917735,0.231993462834717,0.2308953585323295,0.23543349185056525,0.015270512655574713,0.014981586933628608,0.02353165749885779,0.02123307756200233,0.05772808609037865,0.01130405051192905,0.0491689052590988,0.0073013401485358415,0.004419682076033402,0.01125557308455911,0.033428495844588575,0.009041077184085412,0.01765190553233882
I_know_what_you_want,0.10404215568484246,0.015242558340639843,3.049740611685853,0.23206949019201786,0.26337503726103195,0.630994395872077,0.011359599687801272,0.1477882492113565,-25.197406450438873,2.5104215842580793,0.37502001388409556,0.019558957633048525,-0.030587102936025328,0.3626430493435253,0.09618468245883485,0.20485416283539926,0.12281866933637017,0.015315035735805081,0.08160620571056701,-0.09422603267905258,0.0660400692190077,0.019477899387602797,0.008960947922362307,0.0693489217197467,0.020445746017667334,0.12773007534130998,0.013141684339947536,0.03829177115394777,0.0025008035792215017,0.007266824478361362,0.025879252638405622,0.03446009840132388,0.006232885904384651,0.04944612906749162,0.0576573457568537,0.01102719060982643,0.24305307464582,0.06819278237020508,0.03140329353666448,0.4218924263077166,0.007531385792741929,0.14403061177989043,1.19346058976243,0.5855955949610108,0.5254251864255104,0.3864566509752941,0.38421416303241174,0.29806072944095635,0.2993837364644324,0.2371878225500528,0.24182908642751166,0.2423317047559598,0.24380625910878315,0.21690585525920322,0.19086667942497787,0.018591315475929578,0.011147592451361488,0.05258254061988729,0.021363103329358955,0.13020165489428942,0.013184355114971825,0.032404440495455315,0.0036044291402078307,0.008083395876943926,0.02701194218881064,0.028413682034792324,0.007563220848255675,0.030534709900250333
Kevin's_heart,0.1325657907357743,0.03207934008545275,3.0841709646658257,0.2586938328716164,0.2552874900218964,0.9668223749526758,0.009043283856062111,0.2336338190184049,-26.63667505721651,2.16681102941894,-0.10122472462157941,0.12273114618719462,-0.16586692945506523,0.030158280841573265,0.07562598365751935,0.010190077947914036,-0.019853247015965806,0.041399126670232336,-0.07713953094344139,-0.025613001012703602,-0.11335339852978636,0.014517740918765985,0.011983724776263206,0.045623091664934154,0.019979459209754344,0.03647685543586384,0.011253669270515123,0.03828259848379824,0.0028812480729421084,0.008070814534854911,0.016034471638891906,0.037310085789620834,0.011430100836985533,0.030473475435318812,0.058756530321030565,0.022286109378178137,0.24125431132443184,0.07291078323097988,0.03492153987513278,0.4703178903205928,0.007560943727762221,0.16634115064686375,1.449591666540542,0.6266777461679243,0.5639137396141247,0.3220002232240538,0.3189329881214254,0.2792023826097606,0.24562641345206288,0.20995244285784442,0.20369375103663648,0.19124358346540238,0.19581510445747868,0.1935311402862938,0.1840998867235641,0.014069405845371325,0.015871389347029963,0.0321757889361124,0.017484234135099325,0.031547139878378753,0.01111323412034783,0.03007084461660167,0.002999558295514544,0.007302971850362037,0.014272348076947293,0.031211732202140612,0.011477675017087761,0.014927809128427172
Lets_get_married,0.171772040064723,0.02422822422970179,3.0186168633714767,0.28120873691425896,0.2539735760109393,1.3586420076884003,0.006075215557939026,0.29644444444444445,-23.86435266807386,1.4352052700368587,0.5077880130789247,0.2175865642454783,0.14798676593277613,0.24207659116029567,-0.1189652970621737,-0.14488402700712164,-0.09186918516032985,0.10001935447496303,0.10647110227978134,0.12950409955904274,-0.05065954074826868,0.02010792550727191,0.004967987349714911,0.02208201692422427,0.013630248665414986,0.045344055742161195,0.01016484456901655,0.026282114636897193,0.004698368513664396,0.009971428689963209,0.020241165088071385,0.06906088893306549,0.007117633006660113,0.0300050919176082,0.07879973264661287,0.02518944007500485,0.3349127326143612,0.07714237308510843,0.027067365965276632,0.6987332145190892,0.003714908665020779,0.19433560769830407,1.4133310116324505,0.7916115212772068,0.5219548927467113,0.3626439575246846,0.29671122167795067,0.307483865466391,0.3046134239795859,0.24048085627575227,0.25260616742259523,0.2578649127637063,0.24468010453633365,0.24587300064269113,0.24433419691436956,0.02453119796959211,0.00463925543310172,0.01940522828610234,0.013031660038725973,0.06560419152430125,0.011139512221760699,0.02025446824846903,0.005800796260199589,0.009418859370771405,0.016423863661252005,0.06543609667893358,0.006472697473169615,0.020966094127213734
